projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
"Johnson, Williams and Stanley Solution",Rate the communication between team members on a scale of 1 to 5,18-09-2022,24-09-2022,obutler@example.com,2.0,
White-Lozano Project,Rate the accuracy of the project budget estimation from 1 to 5,24-09-2023,30-09-2023,christinejoseph@example.net,2.0,
Davis-Sullivan Project,Did the project meet your expectations? Please rate from 1 to 5,23-07-2023,29-07-2023,austinshelby@example.org,5.0,
Davis-Sullivan Project,Rate the level of stakeholder engagement on a scale of 1 to 5,18-06-2023,24-06-2023,natashamiller@example.org,4.0,
Boyer Inc Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,01-10-2023,07-10-2023,ryanwashington@example.com,1.0,
Singh Ltd Solution,How satisfied are you with the level of transparency in project communication?,24-12-2023,30-12-2023,bethanywhitehead@example.org,5.0,
Shaw-Lara Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,29-05-2022,04-06-2022,carolyn25@example.com,2.0,
Davis-Sullivan Project,How satisfied are you with the level of collaboration within the team?,03-07-2022,09-07-2022,lisamartinez@example.com,3.0,
Rodriguez-Fletcher Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,30-10-2022,05-11-2022,ashleyjohnston@example.net,4.0,
Shaw-Lara Solution,How satisfied are you with the level of collaboration within the team?,05-02-2023,11-02-2023,erivera@example.net,1.0,Fair
Weaver Group Solution,Rate the accuracy of the project budget estimation from 1 to 5,18-12-2022,24-12-2022,shawn03@example.org,3.0,
Nguyen-Cox Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,06-11-2022,12-11-2022,amyavila@example.net,1.0,
Lewis PLC Project,Did you find the project timeline realistic? Please rate from 1 to 5,18-06-2023,24-06-2023,xyoung@example.org,3.0,
Carson-Clayton Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,28-05-2023,03-06-2023,floreslisa@example.net,,
Walker-Evans Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,29-10-2023,04-11-2023,andrewsjames@example.com,2.0,
Lucas Inc Initiative,How satisfied are you with the project deliverables?,22-01-2023,28-01-2023,susanirwin@example.com,5.0,
"Johnson, Williams and Stanley Solution",How would you rate the level of client satisfaction with the project outcomes?,18-09-2022,24-09-2022,obutler@example.com,5.0,
Sanchez Inc Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,30-10-2022,05-11-2022,lorimurray@example.org,4.0,
Nolan-Clark Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,08-05-2022,14-05-2022,tiffany81@example.com,,
Carson-Clayton Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,31-03-2024,06-04-2024,garyrobinson@example.net,1.0,
Harris-Randolph Initiative,Rate the communication between team members on a scale of 1 to 5,09-04-2023,15-04-2023,michael55@example.net,,
Nguyen-Cox Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,29-10-2023,04-11-2023,courtney04@example.com,3.0,
Boyer Inc Solution,Were the project goals clearly defined? Please rate from 1 to 5,20-11-2022,26-11-2022,vargasjacqueline@example.org,1.0,
Bell-Henderson Project,Rate the level of innovation demonstrated in the project from 1 to 5,01-01-2023,07-01-2023,vwilliams@example.com,3.0,
Rodriguez-Fletcher Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,11-12-2022,17-12-2022,fking@example.net,2.0,
"Hale, Gray and Martinez Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,26-02-2023,04-03-2023,vdavis@example.com,4.0,
Yoder Inc Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,28-01-2024,03-02-2024,athompson@example.net,,Good
"Johnson, Williams and Stanley Solution",How would you rate the level of client satisfaction with the project outcomes?,20-11-2022,26-11-2022,amymartin@example.com,,
Shaw-Lara Solution,How satisfied are you with the overall progress of the project?,21-01-2024,27-01-2024,benjamin93@example.org,4.0,
Wright PLC Solution,Rate the communication between team members on a scale of 1 to 5,11-02-2024,17-02-2024,elopez@example.net,5.0,
"Johnson, Pierce and Davis Project",Rate the effectiveness of the project management on a scale of 1 to 5,30-07-2023,05-08-2023,julia27@example.com,5.0,
"Webster, Wiley and Phillips Project",How satisfied are you with the level of collaboration within the team?,26-03-2023,01-04-2023,alexandria64@example.net,,
Carson-Clayton Initiative,How satisfied are you with the level of collaboration within the team?,30-04-2023,06-05-2023,mford@example.com,3.0,
Harrison LLC Solution,Rate the effectiveness of the project management on a scale of 1 to 5,11-06-2023,17-06-2023,melissawhite@example.net,4.0,
White-Lozano Project,Rate the accuracy of the project budget estimation from 1 to 5,21-08-2022,27-08-2022,rogersthomas@example.net,2.0,
Love Inc Initiative,How would you rate the quality of work delivered by the team?,22-01-2023,28-01-2023,hfrancis@example.com,3.0,Good
Bailey-Jimenez Solution,Rate the communication between team members on a scale of 1 to 5,03-12-2023,09-12-2023,asmith@example.org,3.0,
"Lam, Fisher and Abbott Project",Rate the accuracy of the project budget estimation from 1 to 5,26-03-2023,01-04-2023,jamesmurray@example.org,3.0,
Weaver Group Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,11-09-2022,17-09-2022,andrewgregory@example.org,4.0,Good
"Johnson, Pierce and Davis Project",Did the project meet the specified deadlines? Please rate from 1 to 5,22-10-2023,28-10-2023,pchristensen@example.org,1.0,
"Hale, Gray and Martinez Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,13-08-2023,19-08-2023,samanthawilliams@example.org,4.0,
Clark Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,26-06-2022,02-07-2022,tony43@example.com,2.0,
"Rice, Jones and Harris Initiative",Rate the accuracy of the project budget estimation from 1 to 5,17-07-2022,23-07-2022,reedstephen@example.com,4.0,Poor
"Rice, Jones and Harris Initiative",Rate the communication between team members on a scale of 1 to 5,20-08-2023,26-08-2023,holdenjoseph@example.com,5.0,
Walker-Evans Initiative,Were the project risks effectively managed? Please rate from 1 to 5,25-09-2022,01-10-2022,nicole33@example.com,2.0,
Williams LLC Initiative,How satisfied are you with the project deliverables?,12-02-2023,18-02-2023,grobbins@example.net,,
"Adams, Stewart and Thompson Initiative",How would you rate the problem-solving skills of the team?,07-05-2023,13-05-2023,toddlane@example.com,4.0,
Singh Ltd Solution,Rate the communication between team members on a scale of 1 to 5,05-06-2022,11-06-2022,terranceadkins@example.net,3.0,
Love Inc Initiative,How would you rate the level of client satisfaction with the project outcomes?,25-09-2022,01-10-2022,lucasvalerie@example.org,1.0,Excellent
"Hale, Gray and Martinez Initiative",Rate the communication between team members on a scale of 1 to 5,28-08-2022,03-09-2022,james71@example.net,2.0,
"Monroe, Campbell and Mack Initiative",How would you rate the level of client satisfaction with the project outcomes?,10-12-2023,16-12-2023,kimwilliam@example.org,3.0,
Morgan Inc Project,How satisfied are you with the project deliverables?,21-08-2022,27-08-2022,vincent27@example.net,,
Bell-Henderson Project,How would you rate the quality of work delivered by the team?,02-10-2022,08-10-2022,omills@example.net,,Fair
Davis-Sullivan Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,28-01-2024,03-02-2024,anthonyjoseph@example.org,5.0,
Williams LLC Initiative,How satisfied are you with the overall progress of the project?,03-09-2023,09-09-2023,wkennedy@example.com,3.0,
White-Holland Solution,How satisfied are you with the overall progress of the project?,23-10-2022,29-10-2022,cummingsgregory@example.org,4.0,
Hale-Aguilar Solution,Rate the level of innovation demonstrated in the project from 1 to 5,15-01-2023,21-01-2023,lflores@example.com,4.0,
Nolan-Clark Initiative,Did the project meet your expectations? Please rate from 1 to 5,02-10-2022,08-10-2022,karen91@example.org,1.0,Fair
Rodriguez-Fletcher Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,26-11-2023,02-12-2023,smithrandall@example.net,,
"Monroe, Campbell and Mack Initiative",How would you rate the quality of work delivered by the team?,07-04-2024,13-04-2024,jennifer73@example.net,4.0,
Lyons-Harrison Initiative,How satisfied are you with the overall progress of the project?,19-03-2023,25-03-2023,james26@example.org,2.0,
Rodriguez-Fletcher Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,17-12-2023,23-12-2023,langcarol@example.net,5.0,
Rodriguez-Fletcher Solution,Rate the level of adaptability shown by the team members on a scale of 1 to 5,27-11-2022,03-12-2022,timothyward@example.com,3.0,
Davis-Sullivan Project,Rate the effectiveness of the project management on a scale of 1 to 5,14-08-2022,20-08-2022,penningtonjohn@example.net,2.0,
Boyer Inc Solution,How satisfied are you with the project deliverables?,10-09-2023,16-09-2023,laurahansen@example.net,5.0,Poor
Shaw-Lara Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,19-11-2023,25-11-2023,anitarobinson@example.org,4.0,Poor
Davis-Sullivan Project,Rate the level of innovation demonstrated in the project from 1 to 5,15-10-2023,21-10-2023,zhobbs@example.org,5.0,
"Lam, Fisher and Abbott Project",Rate the effectiveness of the project management on a scale of 1 to 5,18-06-2023,24-06-2023,gary49@example.net,2.0,
Nolan-Clark Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,08-01-2023,14-01-2023,elizabethpeterson@example.net,1.0,
White-Lozano Project,Rate the communication between team members on a scale of 1 to 5,17-03-2024,23-03-2024,markterry@example.com,5.0,
Williams LLC Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,06-11-2022,12-11-2022,ywilson@example.net,2.0,
Lyons-Harrison Initiative,How would you rate the level of client satisfaction with the project outcomes?,01-05-2022,07-05-2022,lwest@example.net,5.0,
"Hale, Gray and Martinez Initiative",Rate the communication between team members on a scale of 1 to 5,02-07-2023,08-07-2023,james71@example.net,1.0,
Clark Group Initiative,How satisfied are you with the overall progress of the project?,24-12-2023,30-12-2023,znichols@example.org,2.0,
"Lam, Fisher and Abbott Project",Rate the level of innovation demonstrated in the project from 1 to 5,24-12-2023,30-12-2023,thomas23@example.org,,Fair
Harris-Randolph Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,19-02-2023,25-02-2023,samuellee@example.net,3.0,Fair
Shaffer-Donovan Initiative,Rate the accuracy of the project budget estimation from 1 to 5,14-08-2022,20-08-2022,jasoncollins@example.net,1.0,
Martinez Inc Solution,Rate the communication between team members on a scale of 1 to 5,02-10-2022,08-10-2022,johncantrell@example.org,2.0,Fair
Rodriguez-Fletcher Solution,How satisfied are you with the level of transparency in project communication?,07-08-2022,13-08-2022,williammolina@example.net,5.0,
"Johnson, Williams and Stanley Solution",How would you rate the quality of work delivered by the team?,10-09-2023,16-09-2023,floreschristopher@example.org,3.0,
Bell-Henderson Project,How satisfied are you with the level of transparency in project communication?,06-11-2022,12-11-2022,ydavis@example.net,,
"Hale, Gray and Martinez Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,22-10-2023,28-10-2023,hollygallagher@example.net,5.0,
Ford-Gibson Project,Did the project meet your expectations? Please rate from 1 to 5,21-05-2023,27-05-2023,upoole@example.net,3.0,
Morgan Inc Project,How would you rate the quality of work delivered by the team?,01-10-2023,07-10-2023,isabel51@example.com,3.0,
Thomas Inc Project,Did the project meet your expectations? Please rate from 1 to 5,16-07-2023,22-07-2023,lfuentes@example.net,3.0,
"Monroe, Campbell and Mack Initiative",Were the project goals clearly defined? Please rate from 1 to 5,07-04-2024,13-04-2024,jennifer73@example.net,,
"Lam, Fisher and Abbott Project",How satisfied are you with the overall progress of the project?,26-03-2023,01-04-2023,tdavis@example.org,4.0,
Nguyen-Cox Initiative,Rate the accuracy of the project budget estimation from 1 to 5,15-05-2022,21-05-2022,rebecca82@example.net,3.0,Good
Davis-Sullivan Project,How would you rate the problem-solving skills of the team?,28-08-2022,03-09-2022,anthony35@example.net,5.0,Fair
Roberts Ltd Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,31-03-2024,06-04-2024,olivia27@example.com,3.0,
Knox-Pope Initiative,How satisfied are you with the level of transparency in project communication?,09-07-2023,15-07-2023,scott54@example.com,2.0,
Clark Group Initiative,How satisfied are you with the level of transparency in project communication?,05-11-2023,11-11-2023,shannonfranklin@example.net,4.0,Poor
"Lopez, Ramirez and Harris Initiative",Did you find the project timeline realistic? Please rate from 1 to 5,05-11-2023,11-11-2023,jordan12@example.net,2.0,Excellent
Pierce and Sons Solution,Did the project meet your expectations? Please rate from 1 to 5,30-04-2023,06-05-2023,benjamin83@example.com,1.0,
"Monroe, Campbell and Mack Initiative",How satisfied are you with the project deliverables?,08-01-2023,14-01-2023,wperez@example.org,1.0,
Bell-Henderson Project,How would you rate the level of client satisfaction with the project outcomes?,09-10-2022,15-10-2022,pmeyer@example.org,4.0,
"Johnson, Williams and Stanley Solution",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,18-02-2024,24-02-2024,caldwelllaura@example.com,2.0,Good
"Silva, Wright and Schmidt Initiative",Did the project meet your expectations? Please rate from 1 to 5,05-06-2022,11-06-2022,jonathan40@example.com,5.0,
