projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
Saunders LLC Solution,How would you rate the quality of work delivered by the team?,05-02-2023,11-02-2023,ryanholmes@example.net,1.0,
Clarke Inc Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,04-02-2024,10-02-2024,ubriggs@example.org,1.0,
"Hill, Hernandez and Jones Project",How would you rate the level of client satisfaction with the project outcomes?,02-07-2023,08-07-2023,yhays@example.net,2.0,Fair
Ward Ltd Project,Rate the accuracy of the project budget estimation from 1 to 5,11-09-2022,17-09-2022,icrawford@example.net,,
Campbell Inc Initiative,How satisfied are you with the level of transparency in project communication?,01-05-2022,07-05-2022,raven70@example.com,,
Olson-Craig Solution,Were the project goals clearly defined? Please rate from 1 to 5,04-12-2022,10-12-2022,coreykramer@example.org,,
"Barron, Brown and Hicks Project",Did the project meet the specified deadlines? Please rate from 1 to 5,08-10-2023,14-10-2023,brettsmith@example.net,1.0,Fair
Barnett-Harris Initiative,How satisfied are you with the level of transparency in project communication?,18-02-2024,24-02-2024,bryanwilliams@example.net,1.0,
Green Ltd Project,How satisfied are you with the level of collaboration within the team?,18-09-2022,24-09-2022,kmiller@example.org,,Good
Wheeler and Sons Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,21-01-2024,27-01-2024,joel58@example.com,,Fair
Watson-Mcdowell Project,Rate the level of adaptability shown by the team members on a scale of 1 to 5,25-06-2023,01-07-2023,johndonovan@example.net,4.0,
"Barron, Brown and Hicks Project",Rate the level of stakeholder engagement on a scale of 1 to 5,26-03-2023,01-04-2023,oscarsullivan@example.net,3.0,
"Jones, Meyer and Smith Solution",Did you find the project timeline realistic? Please rate from 1 to 5,16-07-2023,22-07-2023,zbennett@example.org,,Fair
"Castillo, Frey and Stewart Project",Were the project goals clearly defined? Please rate from 1 to 5,18-02-2024,24-02-2024,lrussell@example.org,2.0,
Campbell Inc Initiative,How satisfied are you with the level of transparency in project communication?,11-02-2024,17-02-2024,ymiller@example.com,5.0,
Wheeler and Sons Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,16-10-2022,22-10-2022,tony20@example.net,2.0,
"Hernandez, Smith and Lee Project",Did the project meet your expectations? Please rate from 1 to 5,11-12-2022,17-12-2022,jared93@example.net,1.0,
"Hill, Hernandez and Jones Project",How satisfied are you with the level of collaboration within the team?,19-02-2023,25-02-2023,steven66@example.org,1.0,
Mccarthy Group Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,14-08-2022,20-08-2022,jacob33@example.org,,
Stanton-Pollard Project,Were the project resources allocated efficiently? Please rate from 1 to 5,26-02-2023,04-03-2023,kmiller@example.org,5.0,
Mccarthy Group Initiative,Were the project risks effectively managed? Please rate from 1 to 5,19-02-2023,25-02-2023,mcintyremichael@example.org,5.0,
Carpenter-Holmes Project,How satisfied are you with the level of collaboration within the team?,10-12-2023,16-12-2023,jose27@example.org,4.0,
Andrews Inc Project,How satisfied are you with the level of collaboration within the team?,13-08-2023,19-08-2023,jennifermcintosh@example.org,3.0,
Frey LLC Solution,How satisfied are you with the overall progress of the project?,26-02-2023,04-03-2023,petersonnicole@example.net,2.0,
Schneider-Tyler Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,04-02-2024,10-02-2024,allison08@example.net,4.0,
"Ayala, Sexton and Casey Solution",How satisfied are you with the project deliverables?,18-06-2023,24-06-2023,johnsoncurtis@example.net,2.0,Good
Randall-Reyes Initiative,How satisfied are you with the level of collaboration within the team?,19-02-2023,25-02-2023,millerpenny@example.com,2.0,
Vargas Group Solution,How would you rate the level of client satisfaction with the project outcomes?,15-01-2023,21-01-2023,aaronjensen@example.org,4.0,
Ward Ltd Project,Were the project goals clearly defined? Please rate from 1 to 5,12-06-2022,18-06-2022,pharding@example.net,2.0,
Saunders LLC Solution,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,17-03-2024,23-03-2024,kylejones@example.com,,
"Barron, Brown and Hicks Project",How satisfied are you with the project deliverables?,06-08-2023,12-08-2023,kimcurry@example.com,4.0,
Schneider-Tyler Solution,How would you rate the problem-solving skills of the team?,11-12-2022,17-12-2022,wilsonchristopher@example.org,4.0,
Green Ltd Project,How satisfied are you with the level of collaboration within the team?,15-10-2023,21-10-2023,harry39@example.com,1.0,
"Jones, Meyer and Smith Solution",Rate the level of adaptability shown by the team members on a scale of 1 to 5,19-02-2023,25-02-2023,wagnerdale@example.net,3.0,
Parker-Osborn Project,How would you rate the level of client satisfaction with the project outcomes?,01-01-2023,07-01-2023,lirwin@example.com,,
Wheeler and Sons Initiative,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,26-11-2023,02-12-2023,lucasmiddleton@example.org,3.0,
"Thompson, Adkins and Harris Initiative",How would you rate the level of client satisfaction with the project outcomes?,19-03-2023,25-03-2023,ncase@example.com,3.0,
Wheeler and Sons Initiative,Rate the level of innovation demonstrated in the project from 1 to 5,30-07-2023,05-08-2023,alvarezrebecca@example.com,4.0,Excellent
"Lopez, Bradley and Sharp Initiative",Rate the communication between team members on a scale of 1 to 5,02-07-2023,08-07-2023,robert40@example.com,5.0,
Allison and Sons Project,Did the project meet your expectations? Please rate from 1 to 5,08-10-2023,14-10-2023,ronnie27@example.net,2.0,
Mccarthy Group Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,12-02-2023,18-02-2023,gracehouse@example.com,3.0,
Barnett-Harris Initiative,How would you rate the quality of work delivered by the team?,23-04-2023,29-04-2023,tammymendoza@example.com,4.0,
Campbell Inc Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,24-07-2022,30-07-2022,dalebeltran@example.com,1.0,Average
Stewart Group Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,06-11-2022,12-11-2022,matthew53@example.org,4.0,
"Francis, Quinn and Cook Initiative",Rate the level of innovation demonstrated in the project from 1 to 5,08-01-2023,14-01-2023,williamslarry@example.com,4.0,
Vargas Group Solution,Rate the effectiveness of the project management on a scale of 1 to 5,25-12-2022,31-12-2022,morganle@example.org,,
Green Ltd Project,How satisfied are you with the level of transparency in project communication?,27-08-2023,02-09-2023,dakotaturner@example.com,2.0,
Stanton-Pollard Project,Were the project risks effectively managed? Please rate from 1 to 5,18-12-2022,24-12-2022,donovanleah@example.net,3.0,
"Hernandez, Smith and Lee Project",How satisfied are you with the level of transparency in project communication?,12-02-2023,18-02-2023,jessicarandall@example.org,1.0,
Randall-Reyes Initiative,How would you rate the problem-solving skills of the team?,14-08-2022,20-08-2022,adamsmartin@example.com,,
"Taylor, Elliott and Trevino Solution",Rate the level of adaptability shown by the team members on a scale of 1 to 5,28-01-2024,03-02-2024,amandawillis@example.org,3.0,
Ward Ltd Project,How satisfied are you with the project deliverables?,01-10-2023,07-10-2023,iramirez@example.org,3.0,
"Hernandez, Smith and Lee Project",Were the project goals clearly defined? Please rate from 1 to 5,19-03-2023,25-03-2023,murphybradley@example.org,5.0,
Mccarthy Group Initiative,Rate the communication between team members on a scale of 1 to 5,17-03-2024,23-03-2024,reeveslisa@example.org,3.0,
"Hernandez, Smith and Lee Project",How satisfied are you with the overall progress of the project?,20-11-2022,26-11-2022,xduncan@example.org,4.0,
"Jones, Meyer and Smith Solution",Were the project resources allocated efficiently? Please rate from 1 to 5,31-03-2024,06-04-2024,candrade@example.org,4.0,
Wheeler and Sons Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,18-09-2022,24-09-2022,anitagarza@example.org,2.0,
Carpenter-Holmes Project,Rate the communication between team members on a scale of 1 to 5,17-12-2023,23-12-2023,michaelrichardson@example.org,4.0,
"French, Perez and Hernandez Solution",Rate the communication between team members on a scale of 1 to 5,29-05-2022,04-06-2022,elliskellie@example.org,3.0,Excellent
"Hernandez, Smith and Lee Project",Did the project meet your expectations? Please rate from 1 to 5,16-07-2023,22-07-2023,fdavis@example.net,,
Dennis LLC Project,How would you rate the level of client satisfaction with the project outcomes?,18-09-2022,24-09-2022,ostephens@example.org,1.0,
Parker-Osborn Project,How satisfied are you with the level of transparency in project communication?,09-07-2023,15-07-2023,andrewhood@example.org,1.0,Poor
Green Ltd Project,Were the project goals clearly defined? Please rate from 1 to 5,17-12-2023,23-12-2023,sandrawong@example.net,1.0,Poor
"French, Perez and Hernandez Solution",Rate the effectiveness of the project management on a scale of 1 to 5,10-09-2023,16-09-2023,dongilbert@example.net,2.0,Fair
Stanton-Pollard Project,Rate the accuracy of the project budget estimation from 1 to 5,17-12-2023,23-12-2023,phillipmorales@example.com,2.0,Fair
Smith LLC Initiative,How would you rate the problem-solving skills of the team?,03-03-2024,09-03-2024,wadejeffrey@example.org,4.0,
"Castillo, Frey and Stewart Project",Did you find the project timeline realistic? Please rate from 1 to 5,29-05-2022,04-06-2022,nicholas00@example.net,3.0,
"Castillo, Frey and Stewart Project",How satisfied are you with the overall progress of the project?,08-05-2022,14-05-2022,danielleharmon@example.net,,
Middleton Ltd Project,How satisfied are you with the project deliverables?,13-11-2022,19-11-2022,dustin18@example.com,2.0,Fair
Andrews Inc Project,How satisfied are you with the project deliverables?,19-11-2023,25-11-2023,deanmiller@example.com,2.0,
Chaney Inc Solution,Rate the effectiveness of the project management on a scale of 1 to 5,20-11-2022,26-11-2022,davidpitts@example.com,1.0,
Green Ltd Project,How satisfied are you with the level of transparency in project communication?,28-08-2022,03-09-2022,zbennett@example.org,3.0,Average
"Roberts, Brown and Lee Initiative",How would you rate the level of client satisfaction with the project outcomes?,24-12-2023,30-12-2023,billybrown@example.org,1.0,
Middleton Ltd Project,Rate the effectiveness of the project management on a scale of 1 to 5,24-04-2022,30-04-2022,ndrake@example.com,1.0,
Stanton-Pollard Project,Were the project resources allocated efficiently? Please rate from 1 to 5,10-12-2023,16-12-2023,debratorres@example.org,5.0,
Olson-Craig Solution,Were the project goals clearly defined? Please rate from 1 to 5,12-11-2023,18-11-2023,williamslarry@example.com,3.0,Excellent
"Francis, Quinn and Cook Initiative",How would you rate the problem-solving skills of the team?,11-12-2022,17-12-2022,ebishop@example.net,4.0,
"Lopez, Bradley and Sharp Initiative",How satisfied are you with the level of transparency in project communication?,14-01-2024,20-01-2024,mooredeborah@example.com,,Average
Mccarthy Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,09-07-2023,15-07-2023,cannonbrandon@example.com,,
Green Ltd Project,How satisfied are you with the level of collaboration within the team?,07-01-2024,13-01-2024,tamara36@example.org,4.0,
"Hill, Hernandez and Jones Project",How satisfied are you with the overall progress of the project?,03-07-2022,09-07-2022,joseph19@example.com,2.0,
Ward Ltd Project,How satisfied are you with the level of collaboration within the team?,08-01-2023,14-01-2023,ryanmunoz@example.org,1.0,
Frey LLC Solution,Did the project meet your expectations? Please rate from 1 to 5,25-09-2022,01-10-2022,emullen@example.org,1.0,Excellent
Ward Ltd Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,07-05-2023,13-05-2023,teresa89@example.org,3.0,
Ward Ltd Project,Did you find the project timeline realistic? Please rate from 1 to 5,16-04-2023,22-04-2023,priceheidi@example.com,3.0,
Campbell Inc Initiative,Rate the communication between team members on a scale of 1 to 5,18-02-2024,24-02-2024,turnerkelly@example.org,3.0,
Allison and Sons Project,How would you rate the problem-solving skills of the team?,01-01-2023,07-01-2023,vreese@example.org,3.0,
Smith LLC Initiative,Did you find the project timeline realistic? Please rate from 1 to 5,16-07-2023,22-07-2023,victorialewis@example.com,2.0,
"Ayala, Sexton and Casey Solution",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,24-04-2022,30-04-2022,thomasoconnell@example.com,3.0,
Middleton Ltd Project,Did you find the project timeline realistic? Please rate from 1 to 5,24-12-2023,30-12-2023,sthomas@example.net,2.0,
"Roberts, Brown and Lee Initiative",How satisfied are you with the level of collaboration within the team?,15-10-2023,21-10-2023,shepherdashley@example.com,4.0,
Watson-Mcdowell Project,Did the project meet your expectations? Please rate from 1 to 5,18-06-2023,24-06-2023,barronrobert@example.org,5.0,
Allison and Sons Project,Did the project meet your expectations? Please rate from 1 to 5,25-09-2022,01-10-2022,baldwinkathleen@example.org,4.0,
Chaney Inc Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,11-02-2024,17-02-2024,phillipsmark@example.com,,
Olson-Craig Solution,Did you find the project timeline realistic? Please rate from 1 to 5,25-06-2023,01-07-2023,mooreshaun@example.org,3.0,Fair
